-2.008386654779314995e-03,4.498309642076492310e-02,-6.902945786714553833e-02,7.407312095165252686e-02,-1.227474026381969452e-02,-3.663235902786254883e-02,-9.794822894036769867e-03,3.585400525480508804e-03,3.164904564619064331e-02,-7.855954021215438843e-02
9.145296365022659302e-02,6.215950846672058105e-02,-1.682775653898715973e-02,-2.000444103032350540e-03,-1.679276116192340851e-02,-1.537244953215122223e-02,-3.834648430347442627e-02,-1.435541640967130661e-02,-1.473514270037412643e-02,-4.049531742930412292e-02
-8.496759831905364990e-02,-6.627109646797180176e-02,2.695761993527412415e-02,-5.679730675183236599e-04,-4.381677135825157166e-02,4.795112833380699158e-02,-6.860164552927017212e-02,1.409257948398590088e-02,-3.514098376035690308e-02,1.424525585025548935e-02
5.188697832636535168e-04,2.254458516836166382e-02,-7.739005237817764282e-02,-1.208106055855751038e-01,1.552313007414340973e-02,-1.113974601030349731e-01,-4.631797969341278076e-02,4.838785156607627869e-02,-1.697155088186264038e-02,1.642820797860622406e-02
3.204340115189552307e-02,-2.854697778820991516e-02,-9.750232100486755371e-03,5.156444385647773743e-02,-2.036730758845806122e-03,-9.034813265316188335e-04,-2.899770438671112061e-02,-9.171416610479354858e-02,3.155655041337013245e-02,-1.230954099446535110e-02
-4.048343002796173096e-02,1.245158817619085312e-02,-1.742997439578175545e-03,-6.089897360652685165e-03,-1.828633807599544525e-02,2.449730411171913147e-02,-4.786671325564384460e-02,5.730047449469566345e-02,-3.452628105878829956e-02,-6.647459417581558228e-02
3.687972668558359146e-03,6.067137792706489563e-02,1.919141970574855804e-02,-1.384950727224349976e-01,3.301807492971420288e-02,-2.453855238854885101e-02,-5.683115683495998383e-03,1.966051012277603149e-02,-2.420438267290592194e-02,-1.680024527013301849e-02
-4.246534314006567001e-03,5.094408616423606873e-02,-7.351417839527130127e-02,-7.129610329866409302e-02,4.860217869281768799e-02,-5.606138706207275391e-02,-6.623949110507965088e-02,1.272486057132482529e-02,7.191663235425949097e-02,3.433580324053764343e-02
8.939399383962154388e-03,-3.136246651411056519e-02,-4.037328530102968216e-03,-7.050385326147079468e-02,6.792590767145156860e-02,-7.487928122282028198e-02,-4.150246456265449524e-02,-2.822681097313761711e-03,-1.142940204590559006e-02,-7.501897960901260376e-02
3.635207191109657288e-02,-4.972271993756294250e-02,6.217451021075248718e-02,-1.005490347743034363e-01,-1.087721958756446838e-01,4.176079854369163513e-02,-6.140734627842903137e-02,-2.105739153921604156e-02,-4.446326929610222578e-04,-2.630466036498546600e-02
1.577881909906864166e-02,8.298275060951709747e-03,1.050916500389575958e-02,3.043550066649913788e-02,1.841481402516365051e-02,-1.598011516034603119e-02,-7.462251931428909302e-02,-7.859393954277038574e-03,2.237037755548954010e-02,-4.937648400664329529e-02
3.604480624198913574e-02,1.010368615388870239e-01,-2.417125366628170013e-02,1.585248671472072601e-02,4.806548822671175003e-03,2.887050621211528778e-02,-7.085183262825012207e-02,-8.498623222112655640e-02,5.640972405672073364e-02,-4.907804727554321289e-02
-4.737879708409309387e-02,7.035308331251144409e-02,-4.797885566949844360e-02,-5.215119943022727966e-02,9.660013951361179352e-03,5.884610489010810852e-02,-2.560767112299799919e-03,4.880090430378913879e-02,2.723034098744392395e-02,-3.696411149576306343e-03
1.114005874842405319e-02,7.481060177087783813e-02,-1.840157620608806610e-02,2.337743714451789856e-02,-2.718330919742584229e-02,-9.953560680150985718e-02,-4.335529729723930359e-02,-2.833613194525241852e-02,-2.261457964777946472e-02,4.311770573258399963e-02
-5.814184620976448059e-02,9.770297259092330933e-02,-2.224307134747505188e-02,9.426134638488292694e-03,-2.487415447831153870e-02,5.746440496295690536e-03,5.521877482533454895e-02,-6.746029108762741089e-02,2.197625301778316498e-02,1.111069135367870331e-02
-2.093018591403961182e-02,-4.221790935844182968e-03,-7.287473976612091064e-02,-6.596016231924295425e-03,-7.178376615047454834e-02,-5.858237668871879578e-02,-7.586266379803419113e-03,-4.934747144579887390e-02,-5.062666721642017365e-03,-8.118114620447158813e-02
