-2.059174627065658569e-01,1.280484497547149658e-01,-5.008853971958160400e-02,2.867719829082489014e-01,-5.625469982624053955e-02,1.875125919468700886e-03,-1.199142262339591980e-01,-1.640212535858154297e-01,3.990083336830139160e-01,-2.480048090219497681e-01,-1.229753438383340836e-02,1.017831936478614807e-01,2.797693014144897461e-02,-1.288952231407165527e-01,2.990200370550155640e-02,-7.249925285577774048e-02,-1.358249634504318237e-01,-9.712866507470607758e-03,-1.009491533041000366e-01,6.980047328397631645e-05
3.277834355831146240e-01,4.757362604141235352e-02,1.262836754322052002e-01,1.922122836112976074e-01,-5.663253739476203918e-02,1.950915530323982239e-02,-1.147453859448432922e-02,-1.420026924461126328e-02,-2.043309994041919708e-02,-1.576534211635589600e-01,-2.305667996406555176e-01,-1.678238250315189362e-02,-4.930491745471954346e-02,9.891301393508911133e-02,3.540335595607757568e-02,7.183516770601272583e-02,2.051629424095153809e-01,6.253635883331298828e-02,-6.682724691927433014e-03,3.340221643447875977e-01
-1.187115982174873352e-01,2.461254000663757324e-01,-1.177178025245666504e-01,-2.286153882741928101e-01,-3.688026219606399536e-02,2.012534737586975098e-01,-2.212222069501876831e-01,2.027125209569931030e-01,-3.975319117307662964e-02,-2.682591378688812256e-01,7.666587480343878269e-04,8.676844649016857147e-03,-9.328659623861312866e-02,1.344123780727386475e-01,-1.064501777291297913e-01,-1.363619416952133179e-01,1.933800131082534790e-01,1.459021121263504028e-01,-1.884102970361709595e-01,1.642464399337768555e-01
1.193801984190940857e-01,-1.684361696243286133e-01,8.024412393569946289e-02,-6.098272651433944702e-02,1.837705075740814209e-01,1.073745489120483398e-01,5.254495423287153244e-03,2.896807715296745300e-02,-2.168764173984527588e-02,-1.862319856882095337e-01,1.522328257560729980e-01,-3.989269584417343140e-02,-1.509199477732181549e-02,3.346253335475921631e-01,-1.550502330064773560e-01,-7.709047943353652954e-02,4.244889691472053528e-02,2.168929949402809143e-02,-2.769320905208587646e-01,-7.109326869249343872e-02
-1.977452784776687622e-01,-4.480101540684700012e-02,-3.094910085201263428e-01,-1.958258599042892456e-01,-3.395188227295875549e-02,-4.017414897680282593e-02,9.323005378246307373e-02,3.627994284033775330e-02,7.412704825401306152e-02,-7.538988441228866577e-02,-8.951786160469055176e-02,1.266811192035675049e-01,-1.932462304830551147e-01,1.307457685470581055e-01,1.828480958938598633e-01,-4.377768933773040771e-02,4.848245084285736084e-01,6.641130894422531128e-02,2.506082952022552490e-01,7.373871654272079468e-02
4.381616041064262390e-02,1.676746159791946411e-01,1.670978814363479614e-01,1.138992235064506531e-01,2.336717694997787476e-01,-2.345249503850936890e-01,-1.626654714345932007e-01,1.390264779329299927e-01,4.226952046155929565e-02,-1.609143614768981934e-01,1.127441078424453735e-01,1.373527850955724716e-02,2.030872255563735962e-01,6.442674994468688965e-02,1.008800864219665527e-01,3.113878145813941956e-02,3.212469816207885742e-01,-7.725862413644790649e-02,-5.855139344930648804e-03,-1.657967418432235718e-01
-1.350111141800880432e-02,-1.288719177246093750e-01,7.209881395101547241e-02,-7.588571310043334961e-02,2.622302472591400146e-01,-2.640981227159500122e-02,-1.075584664940834045e-01,6.785313785076141357e-02,5.130641162395477295e-03,9.217331558465957642e-02,1.344562172889709473e-01,3.018617443740367889e-02,3.164414167404174805e-01,-1.112332474440336227e-02,2.149330079555511475e-01,-1.566144675016403198e-01,-3.157516941428184509e-02,4.539317637681961060e-02,-1.928104609251022339e-01,7.817599177360534668e-02
1.134218424558639526e-01,1.291157007217407227e-01,-7.896722108125686646e-02,-2.653191089630126953e-01,-3.082854673266410828e-02,-7.949703931808471680e-02,-1.002576127648353577e-01,-5.350514128804206848e-02,1.080869808793067932e-01,3.530027344822883606e-02,2.078867256641387939e-01,-9.140673279762268066e-02,-2.733311355113983154e-01,-2.756379917263984680e-02,5.955103412270545959e-02,1.503469794988632202e-01,1.116211414337158203e-01,-3.694474101066589355e-01,-1.406667381525039673e-01,-8.015336468815803528e-03
-2.053287327289581299e-01,3.378243446350097656e-01,-5.824152845889329910e-03,9.024725109338760376e-02,4.522335156798362732e-02,-3.076178133487701416e-01,2.481365203857421875e-01,1.296364814043045044e-01,1.066117957234382629e-01,4.700070992112159729e-02,-1.681345105171203613e-01,-2.059579826891422272e-02,1.084065437316894531e-01,1.872357726097106934e-01,2.003439068794250488e-01,5.498200282454490662e-02,-1.518898159265518188e-01,2.006798982620239258e-01,1.350713223218917847e-01,9.771278500556945801e-02
-4.020328447222709656e-02,2.080404758453369141e-01,3.058906197547912598e-01,-1.190266944468021393e-02,-1.140800341963768005e-01,1.365265697240829468e-01,5.895762145519256592e-02,2.468749135732650757e-02,-8.036790788173675537e-02,-1.807098686695098877e-01,-1.348505765199661255e-01,-2.933607399463653564e-01,-1.926354691386222839e-02,-1.522527784109115601e-01,4.533071070909500122e-02,1.553456485271453857e-01,1.252560317516326904e-01,-1.845247149467468262e-01,-2.549542784690856934e-01,-1.163477972149848938e-01
